2019-06-24 01:10:33 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: pythonSpider)
2019-06-24 01:10:33 [scrapy.utils.log] INFO: Versions: lxml 3.7.2.0, libxml2 2.9.4, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 19.2.0, Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 16:07:46) [MSC v.1900 32 bit (Intel)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1c  28 May 2019), cryptography 2.7, Platform Windows-7-6.1.7601-SP1
2019-06-24 01:10:33 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'pythonSpider', 'DUPEFILTER_CLASS': 'scrapy_redis.dupefilter.RFPDupeFilter', 'LOG_FILE': 'myspider.log', 'NEWSPIDER_MODULE': 'pythonSpider.spiders', 'SCHEDULER': 'scrapy_redis.scheduler.Scheduler', 'SPIDER_MODULES': ['pythonSpider.spiders']}
2019-06-24 01:10:33 [scrapy.extensions.telnet] INFO: Telnet Password: 45b5b428e94d42ba
2019-06-24 01:10:33 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
2019-06-24 01:10:33 [amazon] INFO: Reading start URLs from redis key 'amazon:start_urls' (batch size: 16, encoding: utf-8
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'pythonSpider.middlewares.RandomUserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled item pipelines:
['pythonSpider.pipelines.DangdangSpiderPipeline']
2019-06-24 01:10:35 [scrapy.core.engine] INFO: Spider opened
2019-06-24 01:10:35 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-06-24 01:10:35 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2019-06-24 01:10:35 [amazon] DEBUG: Read 1 requests from 'amazon:start_urls'
2019-06-24 01:10:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07KJWN8ZT> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RVKNNNF> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07LBBXWTD> (referer: https://www.amazon.cn/%E7%A7%91%E6%8A%80%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658431051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S8VZ8HL> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07PT82ZBF> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07Q4PGB49> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07F63L86S> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07NZMCTTY> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QCRP2NY> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:10:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RJMJ7VJ> (referer: https://www.amazon.cn/%E4%BC%A0%E8%AE%B0%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658396051)
2019-06-24 01:10:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07NQCZCYW> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07HF1B5BL> (referer: https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051)
2019-06-24 01:10:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07JNXL41D> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:10:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07PRTT391> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S7CCQGL> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RWG9NZP> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QX5WKQW> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:10:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07LF32DGV> (referer: https://www.amazon.cn/%E6%94%BF%E6%B2%BB%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658415051)
2019-06-24 01:10:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SS8MFH1> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07N1MTXR4> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SS75NTZ> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07T2JQJ57> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SXJLSX7> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07P9XG3Y5> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RB134KX> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RV8QCXP> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:10:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QXJ5CM4> (referer: https://www.amazon.cn/%E6%94%BF%E6%B2%BB%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658415051)
2019-06-24 01:11:00 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07F648MPX> (referer: https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051)
2019-06-24 01:11:00 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B00PIJYM2U> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:11:00 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B01M2C43IQ> (referer: https://www.amazon.cn/%E5%B0%91%E5%84%BF%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658409051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S1N58D3> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S2R47JD> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B073VMGKS6> (referer: https://www.amazon.cn/%E5%B0%91%E5%84%BF%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658409051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RXJYYFB> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S1N4KZ9> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S2R4Y8T> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S3VKWF2> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RQTFJM3> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QMDV1DX> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07H4MHTZ5> (referer: https://www.amazon.cn/%E5%B0%91%E5%84%BF%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658409051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07HJVRDS8> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RWZHP2D> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RPZ9B9H> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RYRW71L> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:11:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07PYMZX4N> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:11:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B0118NRYO2> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B0779QN6TZ> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07Q51NL1D> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:11:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658412051> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:11:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RZ3HKRH> (referer: https://www.amazon.cn/b?ie=UTF8&node=658402051)
2019-06-24 01:11:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658420051> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:11:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658646051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658402051)
2019-06-24 01:11:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07NVBGSXD> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658645051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658402051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659132051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659133051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659135051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659137051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07556J36Y> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659134051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659136051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659138051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659139051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659142051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659140051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=660487051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659141051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659145051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=659146051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:11:08 [scrapy.crawler] INFO: Received SIGINT, shutting down gracefully. Send again to force 
2019-06-24 01:11:08 [scrapy.core.engine] INFO: Closing spider (shutdown)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07NVGC47K> (referer: https://www.amazon.cn/b?ie=UTF8&node=658412051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07DY2MB36> (referer: https://www.amazon.cn/b?ie=UTF8&node=658412051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RV67D6Q> (referer: https://www.amazon.cn/b?ie=UTF8&node=658420051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QLQ383J> (referer: https://www.amazon.cn/b?ie=UTF8&node=658420051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07CSNSV5S> (referer: https://www.amazon.cn/b?ie=UTF8&node=658420051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B00HULQDXA> (referer: https://www.amazon.cn/b?ie=UTF8&node=658646051)
2019-06-24 01:11:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B077ZCVWLQ> (referer: https://www.amazon.cn/b?ie=UTF8&node=658646051)
2019-06-24 01:11:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=660090051> (referer: https://www.amazon.cn/b?ie=UTF8&node=658645051)
2019-06-24 01:11:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B00PXJF3XM> (referer: https://www.amazon.cn/b?ie=UTF8&node=659136051)
2019-06-24 01:11:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07KQ29Y7Y> (referer: https://www.amazon.cn/b?ie=UTF8&node=659135051)
2019-06-24 01:11:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B015PO6X1K> (referer: https://www.amazon.cn/b?ie=UTF8&node=659132051)
2019-06-24 01:11:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07R4MZ4NW> (referer: https://www.amazon.cn/b?ie=UTF8&node=659134051)
2019-06-24 01:11:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07HGZ68B6> (referer: https://www.amazon.cn/b?ie=UTF8&node=659132051)
2019-06-24 01:11:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07CM1JCC2> (referer: https://www.amazon.cn/b?ie=UTF8&node=659137051)
2019-06-24 01:11:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07L95JQBG> (referer: https://www.amazon.cn/b?ie=UTF8&node=659139051)
2019-06-24 01:11:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07CTKJNJ4> (referer: https://www.amazon.cn/b?ie=UTF8&node=659140051)
2019-06-24 01:11:10 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 112804,
 'downloader/request_count': 165,
 'downloader/request_method_count/GET': 165,
 'downloader/response_bytes': 31166317,
 'downloader/response_count': 165,
 'downloader/response_status_count/200': 165,
 'finish_reason': 'shutdown',
 'finish_time': datetime.datetime(2019, 6, 23, 17, 11, 10, 872400),
 'log_count/DEBUG': 167,
 'log_count/INFO': 11,
 'request_depth_max': 4,
 'response_received_count': 165,
 'scheduler/dequeued/redis': 165,
 'scheduler/enqueued/redis': 944,
 'start_time': datetime.datetime(2019, 6, 23, 17, 10, 35, 666400)}
2019-06-24 01:11:10 [scrapy.core.engine] INFO: Spider closed (shutdown)
2019-06-24 13:58:25 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: pythonSpider)
2019-06-24 13:58:25 [scrapy.utils.log] INFO: Versions: lxml 3.7.2.0, libxml2 2.9.4, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 19.2.0, Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 16:07:46) [MSC v.1900 32 bit (Intel)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1c  28 May 2019), cryptography 2.7, Platform Windows-7-6.1.7601-SP1
